date,Close,sentiment
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,0
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
2021-02-05,38144.30859375,1
